侧,量,权重,有效数,候选数,有效帧,世界或序列数,P5,P25,P50,P75,P95
206训练,B02|distance|all_frames|all,有适用观测的帧等权,70829,70829,867,4,5.1064863204956055,9.969674110412598,16.724491119384766,30.634004592895508,46.89178466796875
206训练,B02|distance|all_frames|all,统计单位等权,70829,70829,867,4,3.479914426803589,4.741383075714111,7.24643087387085,8.140790939331055,18.70022201538086
206训练,B02|distance|all_frames|all,世界等权,70829,70829,867,4,4.125355243682861,5.791661739349365,8.305601119995117,29.509273529052734,35.42549133300781
206训练,B02|anomaly_distance_median|all_frames|all,有适用观测的帧等权,867,1796,867,4,5.145854473114014,9.921529769897461,16.739843368530273,30.66101837158203,46.78896713256836
206训练,B02|anomaly_distance_median|all_frames|all,统计单位等权,867,1796,867,4,5.145854473114014,9.921529769897461,16.739843368530273,30.66101837158203,46.78896713256836
206训练,B02|anomaly_distance_median|all_frames|all,世界等权,867,1796,867,4,5.353139877319336,11.266729354858398,18.80557632446289,31.761062622070312,46.11767578125
206训练,C01|intensity|all_frames|anomaly,有适用观测的帧等权,70829,70829,867,4,0.06542856991291046,0.12942856550216675,0.25,0.4300000071525574,0.6882857084274292
206训练,C01|intensity|all_frames|anomaly,统计单位等权,70829,70829,867,4,0.15114285051822662,0.31457144021987915,0.47285714745521545,0.6028571724891663,0.9171428680419922
206训练,C01|intensity|all_frames|anomaly,世界等权,70829,70829,867,4,0.0754285678267479,0.1340000033378601,0.24085713922977448,0.415714293718338,0.6691428422927856
201合成验证,B02|distance|all_frames|all,有适用观测的帧等权,4463,4463,487,2,13.008892059326172,16.1572208404541,27.092926025390625,37.28260803222656,156.01763916015625
201合成验证,B02|distance|all_frames|all,统计单位等权,4463,4463,487,2,12.63727855682373,13.513956069946289,15.666943550109863,23.064836502075195,34.59941482543945
201合成验证,B02|distance|all_frames|all,世界等权,4463,4463,487,2,12.722792625427246,14.404326438903809,22.26713752746582,25.97589683532715,35.516273498535156
201合成验证,B02|anomaly_distance_median|all_frames|all,有适用观测的帧等权,487,1364,487,2,12.978801727294922,16.154621124267578,27.146404266357422,37.324562072753906,156.01763916015625
201合成验证,B02|anomaly_distance_median|all_frames|all,统计单位等权,487,1364,487,2,12.978801727294922,16.154621124267578,27.146404266357422,37.324562072753906,156.01763916015625
201合成验证,B02|anomaly_distance_median|all_frames|all,世界等权,487,1364,487,2,13.229229927062988,21.050273895263672,28.535615921020508,39.029422760009766,170.94175720214844
201合成验证,C01|intensity|all_frames|anomaly,有适用观测的帧等权,4463,4463,487,2,0.022285714745521545,0.049142856150865555,0.12714286148548126,0.21371428668498993,0.3205714225769043
201合成验证,C01|intensity|all_frames|anomaly,统计单位等权,4463,4463,487,2,0.04771428555250168,0.14085714519023895,0.19771428406238556,0.2800000011920929,0.3642857074737549
201合成验证,C01|intensity|all_frames|anomaly,世界等权,4463,4463,487,2,0.04228571429848671,0.12857143580913544,0.18885713815689087,0.25057142972946167,0.3488571345806122
真实开发,B02|distance|all_frames|all,有适用观测的帧等权,90739,90739,3545,19,5.676887035369873,12.397162437438965,23.78389549255371,37.44975280761719,66.55535125732422
真实开发,B02|distance|all_frames|all,统计单位等权,90739,90739,3545,19,4.417336940765381,5.517072677612305,6.760920524597168,10.624099731445312,26.641845703125
真实开发,B02|distance|all_frames|all,有适用观测的序列等权,90739,90739,3545,19,4.80463171005249,6.05283260345459,7.530088901519775,12.007882118225098,30.046222686767578
真实开发,B02|anomaly_distance_median|all_frames|all,有适用观测的帧等权,3545,8659,3545,19,5.665948867797852,12.404544830322266,23.78752899169922,37.44975280761719,66.51355743408203
真实开发,B02|anomaly_distance_median|all_frames|all,统计单位等权,3545,8659,3545,19,5.665948867797852,12.404544830322266,23.78752899169922,37.44975280761719,66.51355743408203
真实开发,B02|anomaly_distance_median|all_frames|all,有适用观测的序列等权,3545,8659,3545,19,5.87332820892334,12.397249221801758,23.705644607543945,37.90093994140625,66.83135986328125
真实开发,C01|intensity|all_frames|anomaly,有适用观测的帧等权,90739,90739,3545,19,0.017142856493592262,0.0454285703599453,0.1177142858505249,0.25371429324150085,0.5320000052452087
真实开发,C01|intensity|all_frames|anomaly,统计单位等权,90739,90739,3545,19,0.009999999776482582,0.06514285504817963,0.17171429097652435,0.32685714960098267,0.6082857251167297
真实开发,C01|intensity|all_frames|anomaly,有适用观测的序列等权,90739,90739,3545,19,0.02742857113480568,0.11914286017417908,0.2248571366071701,0.37685713171958923,0.6482856869697571
