anomaly,anomaly_distance_median,anomaly_fraction,anomaly_in_range,anomaly_in_range_distance_median,anomaly_intensity,first_in_visible_run,frame,ignore,ignore_fraction,ignore_intensity,instance_count,neighbor_road_fraction,normal,normal_fraction,normal_in_range,normal_intensity,segment,sequence,slots,source_frame,source_sequence,stage,state,unknown_instance_points,version,visible,visible_fraction,zero_slot_fraction,zero_slots
2,38.390907287597656,1.6236006591818676e-05,2,38.390907287597656,"{""n"": 2, ""mean"": 0.11142857372760773, ""minimum"": 0.09514285624027252, ""maximum"": 0.12771429121494293, ""quantiles"": {""0.05"": 0.09514285624027252, ""0.25"": 0.09514285624027252, ""0.5"": 0.09514285624027252, ""0.75"": 0.12771429121494293, ""0.95"": 0.12771429121494293}}",1,0,2372,0.01925590381789695,"{""n"": 2372, ""mean"": 0.056675740774849694, ""minimum"": 0.0025714286603033543, ""maximum"": 1.593999981880188, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.014571428298950195, ""0.5"": 0.02142857201397419, ""0.75"": 0.034857142716646194, ""0.95"": 0.27085715532302856}}",1,,120809,0.9807278601755113,120809,"{""n"": 120809, ""mean"": 0.2725005019502306, ""minimum"": 0.001714285695925355, ""maximum"": 1.6225714683532715, ""quantiles"": {""0.05"": 0.035999998450279236, ""0.25"": 0.10571428388357162, ""0.5"": 0.20514285564422607, ""0.75"": 0.3934285640716553, ""0.95"": 0.6991428732872009}}",0,000_00,131072,0,206,visible,2,0,synthetic/pilot_v2_r1/train/000,123183,0.9398117065429688,0.06018829345703125,7889
5,38.39125442504883,4.057058470326675e-05,5,38.39125442504883,"{""n"": 5, ""mean"": 0.13982857167720794, ""minimum"": 0.10599999874830246, ""maximum"": 0.2005714327096939, ""quantiles"": {""0.05"": 0.10599999874830246, ""0.25"": 0.12085714191198349, ""0.5"": 0.13199999928474426, ""0.75"": 0.1397142857313156, ""0.95"": 0.2005714327096939}}",0,1,2345,0.019027604225832103,"{""n"": 2345, ""mean"": 0.06258592765256048, ""minimum"": 0.0028571428265422583, ""maximum"": 1.6165714263916016, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.014000000432133675, ""0.5"": 0.021142857149243355, ""0.75"": 0.03514285758137703, ""0.95"": 0.3294285833835602}}",1,,120892,0.9809318251894646,120891,"{""n"": 120892, ""mean"": 0.2756353226333243, ""minimum"": 0.001714285695925355, ""maximum"": 1.6257143020629883, ""quantiles"": {""0.05"": 0.03628571331501007, ""0.25"": 0.1071428582072258, ""0.5"": 0.20628571510314941, ""0.75"": 0.3994285762310028, ""0.95"": 0.7097142934799194}}",0,000_00,131072,1,206,visible,3,0,synthetic/pilot_v2_r1/train/000,123242,0.9402618408203125,0.0597381591796875,7830
5,38.164546966552734,4.047435949326102e-05,5,38.164546966552734,"{""n"": 5, ""mean"": 0.12457142919301986, ""minimum"": 0.09571428596973419, ""maximum"": 0.15628571808338165, ""quantiles"": {""0.05"": 0.09571428596973419, ""0.25"": 0.09685714542865753, ""0.5"": 0.1225714311003685, ""0.75"": 0.15142856538295746, ""0.95"": 0.15628571808338165}}",0,2,2295,0.018577731007406808,"{""n"": 2295, ""mean"": 0.057238717745758255, ""minimum"": 0.0022857142612338066, ""maximum"": 1.617714285850525, ""quantiles"": {""0.05"": 0.0071428571827709675, ""0.25"": 0.014000000432133675, ""0.5"": 0.021142857149243355, ""0.75"": 0.034285712987184525, ""0.95"": 0.2865714430809021}}",1,,121235,0.9813817946330999,121235,"{""n"": 121235, ""mean"": 0.27781939207529815, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6317143440246582, ""quantiles"": {""0.05"": 0.03685714304447174, ""0.25"": 0.10685714334249496, ""0.5"": 0.20714285969734192, ""0.75"": 0.404285728931427, ""0.95"": 0.7154285907745361}}",0,000_00,131072,2,206,visible,3,0,synthetic/pilot_v2_r1/train/000,123535,0.9424972534179688,0.05750274658203125,7537
4,37.919639587402344,3.228931223764934e-05,4,37.919639587402344,"{""n"": 4, ""mean"": 0.15542857348918915, ""minimum"": 0.13257142901420593, ""maximum"": 0.17828571796417236, ""quantiles"": {""0.05"": 0.13257142901420593, ""0.25"": 0.13257142901420593, ""0.5"": 0.13514286279678345, ""0.75"": 0.17571428418159485, ""0.95"": 0.17828571796417236}}",0,3,2193,0.01770261543429125,"{""n"": 2193, ""mean"": 0.05744277242557526, ""minimum"": 0.0028571428265422583, ""maximum"": 1.5037143230438232, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.014285714365541935, ""0.5"": 0.02085714228451252, ""0.75"": 0.03285714238882065, ""0.95"": 0.3034285604953766}}",1,,121683,0.982265095253471,121683,"{""n"": 121683, ""mean"": 0.2801405032608309, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6274285316467285, ""quantiles"": {""0.05"": 0.03685714304447174, ""0.25"": 0.10771428793668747, ""0.5"": 0.2085714340209961, ""0.75"": 0.4091428518295288, ""0.95"": 0.7205714583396912}}",0,000_00,131072,3,206,visible,2,0,synthetic/pilot_v2_r1/train/000,123880,0.94512939453125,0.05487060546875,7192
5,37.77989196777344,4.0276457605000725e-05,5,37.77989196777344,"{""n"": 5, ""mean"": 0.12068571597337723, ""minimum"": 0.07514286041259766, ""maximum"": 0.1565714329481125, ""quantiles"": {""0.05"": 0.07514286041259766, ""0.25"": 0.09885714203119278, ""0.5"": 0.13457143306732178, ""0.75"": 0.13828571140766144, ""0.95"": 0.1565714329481125}}",0,4,2081,0.016763061655201302,"{""n"": 2081, ""mean"": 0.06182110263650063, ""minimum"": 0.0020000000949949026, ""maximum"": 1.611142873764038, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.014000000432133675, ""0.5"": 0.021142857149243355, ""0.75"": 0.03342857211828232, ""0.95"": 0.3214285671710968}}",1,,122056,0.9831966618871937,122056,"{""n"": 122056, ""mean"": 0.28203000030130515, ""minimum"": 0.001714285695925355, ""maximum"": 1.6285713911056519, ""quantiles"": {""0.05"": 0.037142857909202576, ""0.25"": 0.1080000028014183, ""0.5"": 0.2094285786151886, ""0.75"": 0.4148571491241455, ""0.95"": 0.7228571176528931}}",0,000_00,131072,4,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124142,0.9471282958984375,0.0528717041015625,6930
5,37.66020584106445,4.022461424594938e-05,5,37.66020584106445,"{""n"": 5, ""mean"": 0.11200000047683716, ""minimum"": 0.08542857319116592, ""maximum"": 0.14828571677207947, ""quantiles"": {""0.05"": 0.08542857319116592, ""0.25"": 0.08628571778535843, ""0.5"": 0.09600000083446503, ""0.75"": 0.14399999380111694, ""0.95"": 0.14828571677207947}}",0,5,1958,0.015751958938713777,"{""n"": 1958, ""mean"": 0.06438873482183616, ""minimum"": 0.0022857142612338066, ""maximum"": 1.5537142753601074, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.014285714365541935, ""0.5"": 0.02142857201397419, ""0.75"": 0.035428572446107864, ""0.95"": 0.3317142724990845}}",1,,122339,0.9842078164470403,122339,"{""n"": 122339, ""mean"": 0.2833272463518835, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6237143278121948, ""quantiles"": {""0.05"": 0.037142857909202576, ""0.25"": 0.10828571766614914, ""0.5"": 0.21057142317295074, ""0.75"": 0.4162857234477997, ""0.95"": 0.7265714406967163}}",0,000_00,131072,5,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124302,0.9483489990234375,0.0516510009765625,6770
7,37.46382141113281,5.621451458766653e-05,7,37.46382141113281,"{""n"": 7, ""mean"": 0.11828571451561791, ""minimum"": 0.07657142728567123, ""maximum"": 0.14314286410808563, ""quantiles"": {""0.05"": 0.07657142728567123, ""0.25"": 0.09200000017881393, ""0.5"": 0.13085713982582092, ""0.75"": 0.13685713708400726, ""0.95"": 0.14314286410808563}}",0,6,1743,0.013997414132328967,"{""n"": 1743, ""mean"": 0.06845045485373477, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6257143020629883, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.014571428298950195, ""0.5"": 0.02199999988079071, ""0.75"": 0.03685714304447174, ""0.95"": 0.3814285695552826}}",1,,122773,0.9859463713530834,122773,"{""n"": 122773, ""mean"": 0.2851221243324868, ""minimum"": 0.0014285714132711291, ""maximum"": 1.6257143020629883, ""quantiles"": {""0.05"": 0.03771428391337395, ""0.25"": 0.10857142508029938, ""0.5"": 0.21285714209079742, ""0.75"": 0.41914284229278564, ""0.95"": 0.728857159614563}}",0,000_00,131072,6,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124523,0.9500350952148438,0.04996490478515625,6549
5,37.290428161621094,4.014000834912174e-05,5,37.290428161621094,"{""n"": 5, ""mean"": 0.11068571358919144, ""minimum"": 0.07971428334712982, ""maximum"": 0.15228570997714996, ""quantiles"": {""0.05"": 0.07971428334712982, ""0.25"": 0.08942857384681702, ""0.5"": 0.09371428936719894, ""0.75"": 0.13828571140766144, ""0.95"": 0.15228570997714996}}",0,7,1614,0.012957194695096496,"{""n"": 1614, ""mean"": 0.06732908475427407, ""minimum"": 0.0028571428265422583, ""maximum"": 1.6114286184310913, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.014285714365541935, ""0.5"": 0.02199999988079071, ""0.75"": 0.03799999877810478, ""0.95"": 0.3659999966621399}}",1,,122945,0.9870026652965543,122945,"{""n"": 122945, ""mean"": 0.28584657950505704, ""minimum"": 0.0014285714132711291, ""maximum"": 1.6268571615219116, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.10857142508029938, ""0.5"": 0.2142857164144516, ""0.75"": 0.42171427607536316, ""0.95"": 0.7291428446769714}}",0,000_00,131072,7,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124564,0.950347900390625,0.049652099609375,6508
5,37.18060302734375,4.0108131522584886e-05,5,37.18060302734375,"{""n"": 5, ""mean"": 0.10028571486473084, ""minimum"": 0.08571428805589676, ""maximum"": 0.1257142871618271, ""quantiles"": {""0.05"": 0.08571428805589676, ""0.25"": 0.0868571400642395, ""0.5"": 0.09942857176065445, ""0.75"": 0.10371428728103638, ""0.95"": 0.1257142871618271}}",0,8,1475,0.011831898799162542,"{""n"": 1475, ""mean"": 0.08056677992045248, ""minimum"": 0.0022857142612338066, ""maximum"": 1.625428557395935, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.01485714316368103, ""0.5"": 0.022857142612338066, ""0.75"": 0.04114285856485367, ""0.95"": 0.404285728931427}}",1,,123183,0.9881279930693149,123183,"{""n"": 123183, ""mean"": 0.28680965251893814, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6308571100234985, ""quantiles"": {""0.05"": 0.03857142850756645, ""0.25"": 0.10857142508029938, ""0.5"": 0.21714285016059875, ""0.75"": 0.4242857098579407, ""0.95"": 0.7277143001556396}}",0,000_00,131072,8,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124663,0.9511032104492188,0.04889678955078125,6409
5,36.866947174072266,4.008240943379588e-05,5,36.866947174072266,"{""n"": 5, ""mean"": 0.10548571199178695, ""minimum"": 0.07685714215040207, ""maximum"": 0.14399999380111694, ""quantiles"": {""0.05"": 0.07685714215040207, ""0.25"": 0.08742856979370117, ""0.5"": 0.09828571230173111, ""0.75"": 0.12085714191198349, ""0.95"": 0.14399999380111694}}",0,9,1400,0.011223074641462848,"{""n"": 1400, ""mean"": 0.08484163279478837, ""minimum"": 0.0028571428265422583, ""maximum"": 1.6154285669326782, ""quantiles"": {""0.05"": 0.00800000037997961, ""0.25"": 0.015428571030497551, ""0.5"": 0.022857142612338066, ""0.75"": 0.04514285549521446, ""0.95"": 0.44999998807907104}}",1,,123338,0.9887368429491034,123338,"{""n"": 123338, ""mean"": 0.28725641729184637, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6265714168548584, ""quantiles"": {""0.05"": 0.03857142850756645, ""0.25"": 0.1080000028014183, ""0.5"": 0.21714285016059875, ""0.75"": 0.42571428418159485, ""0.95"": 0.7251428365707397}}",0,000_00,131072,9,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124743,0.9517135620117188,0.04828643798828125,6329
