threshold,recall,precision,tp,fp
27.375,1.1428702042309055e-05,1.0,1,0
26.875,2.285740408461811e-05,1.0,2,0
26.75,4.571480816923622e-05,1.0,4,0
26.625,8.000091429616339e-05,1.0,7,0
26.5,0.0001257157224653996,1.0,11,0
26.375,0.00016000182859232678,1.0,14,0
26.25,0.00024000274288849015,1.0,21,0
26.125,0.0002742888490154173,1.0,24,0
26.0,0.00029714625310003543,1.0,26,0
25.875,0.00033143235922696257,1.0,29,0
25.75,0.0003885758694385079,1.0,34,0
25.625,0.0004342906776077441,1.0,38,0
25.5,0.00046857678373467124,1.0,41,0
25.375,0.0005600064000731437,1.0,49,0
25.25,0.0006628647184539251,1.0,58,0
25.125,0.0008000091429616338,1.0,70,0
25.0,0.0010628692899347422,1.0,93,0
24.875,0.0012000137144424507,1.0,105,0
24.75,0.0014400164573309408,1.0,126,0
24.625,0.0017714488165579034,1.0,155,0
24.5,0.0020114515594463938,1.0,176,0
24.375,0.002262883004377193,1.0,198,0
24.25,0.00253717185339261,1.0,222,0
24.125,0.0029828912330426634,1.0,261,0
24.0,0.0034057532086080983,1.0,298,0
23.875,0.0040229031188927875,1.0,352,0
23.75,0.004731482645515948,1.0,414,0
23.625,0.005245774237419856,1.0,459,0
23.5,0.005977211168127636,1.0,523,0
23.375,0.006662933290666179,1.0,583,0
23.25,0.007405798923416268,0.9984591679506933,648,1
23.125,0.008297237682716374,0.9945205479452055,726,4
23.0,0.00918867644201648,0.9938195302843016,804,5
22.875,0.010365832752374312,0.9880174291938998,907,11
22.75,0.011428702042309054,0.9891196834817013,1000,11
22.625,0.012903004605766924,0.9903508771929824,1129,11
22.5,0.014320163659013245,0.988950276243094,1253,14
22.375,0.01574875141430188,0.9892318736539842,1378,15
22.25,0.017463056720648237,0.9883570504527813,1528,18
22.125,0.018971645390233032,0.9875074360499703,1660,21
22.0,0.020377375741437043,0.9878116343490305,1783,22
21.875,0.02225168287637573,0.9873225152129818,1947,25
21.75,0.02408027520314518,0.9864232209737828,2107,29
21.625,0.025954582338083863,0.9852494577006508,2271,34
21.5,0.028263180150630292,0.9821286735504369,2473,45
21.375,0.03070892238768443,0.9806569343065693,2687,53
21.25,0.03346323957988091,0.9802477402075661,2928,59
21.125,0.03606898364552738,0.980733374766936,3156,62
